text,HELLO,OK,COMPLIMENT,CONNECT_TO_ADMIN,EXPLAIN_BALANCE,GUIDE_SEARCH_AUCTION,GUIDE_BIDDING,GUIDE_CREATE_AUCTION,GUIDE_CHECK_TIME_LEFT,GUIDE_ANTI_SNIPING,UNKNOWN
phiên này còn bao lâu tôi hơi chưa rõ,0,0,0,0,0,0,0,0,1,0,0
tìm phiên dgia nói ngắn gọn thôi,0,0,0,0,0,1,0,0,0,0,0
tìm auction room trong hệ thống,0,0,0,0,0,1,0,0,0,0,0
hơi gấp seller muon dang san pham trong he thong,0,0,0,0,0,0,0,1,0,0,0
bắt đầu tư vấn giúp tôi tôi hơi chưa rõ,1,0,0,0,0,0,0,0,0,0,0
chào hệ thống giúp tôi,1,0,0,0,0,0,0,0,0,0,0
rõ rồi nói ngắn gọn thôi,0,1,0,0,0,0,0,0,0,0,0
seller lobby tạo phiên ở đâu nói ngắn gọn thôi,0,0,0,0,0,0,0,1,0,0,0
hello trong he thong,1,0,0,0,0,0,0,0,0,0,0
bạn hướng dẫn rõ ràng cho người mới,0,0,1,0,0,0,0,0,0,0,0
cách mở phòng đấu giá mới sau đó đặt giá phút cuối có gia hạn không,0,0,0,0,0,0,0,1,0,1,0
giải thích dễ hiểu và giải thích chống sniping,0,0,1,0,0,0,0,0,0,1,0
viết bài thơ về biển nhé,0,0,0,0,0,0,0,0,0,0,1
tìm auction room tôi hơi chưa rõ,0,0,0,0,0,1,0,0,0,0,0
bạn đang online không nhé,1,0,0,0,0,0,0,0,0,0,0
làm sao gửi yêu cầu tạo phiên giúp tôi,0,0,0,0,0,0,0,1,0,0,0
làm sao tạo phiên đấu giá giúp tôi,0,0,0,0,0,0,0,1,0,0,0
có ai hỗ trợ không đồng thời luật chống đặt giá phút cuối,1,0,0,0,0,0,0,0,0,1,0
toi muon gap tu van vien va seller ta dau giia nhu the nao,0,0,0,1,0,0,0,1,0,0,0
tôi muốn tìm sản phẩm đang đấu giá cho người mới,0,0,0,0,0,1,0,0,0,0,0
cau tra loi rat de hieu voi a,0,0,1,0,0,0,0,0,0,0,0
xin chào trên màn hình hiện tại,1,0,0,0,0,0,0,0,0,0,0
seller muốn đăng sản phẩm cho người mới,0,0,0,0,0,0,0,1,0,0,0
viết bài thơ về biển cho người mới,0,0,0,0,0,0,0,0,0,0,1
anti sniping hoạt động thế nào,0,0,0,0,0,0,0,0,0,1,0
xem các phiên còn hiệu lực nói ngắn gọn thôi,0,0,0,0,0,1,0,0,0,0,0
hey assistant nói ngắn gọn thôi,1,0,0,0,0,0,0,0,0,0,0
tôi hài lòng nói ngắn gọn thôi,0,0,1,0,0,0,0,0,0,0,0
bấm nút nào để gửi giá trong hệ thống,0,0,0,0,0,0,1,0,0,0,0
số dư liên quan gì tới thanh toán kèm theo place bid như thế nào,0,0,0,0,1,0,1,0,0,0,0
để tôi thử tôi hơi chưa rõ,0,1,0,0,0,0,0,0,0,0,0
thiết lập bước igáá như thế nào trong hệ thống,0,0,0,0,0,0,0,1,0,0,0
câu trả lời đủ rồi khi tôi đang dùng app,0,1,0,0,0,0,0,0,0,0,0
cần mô tả sản phẩm ra sao cho người mới,0,0,0,0,0,0,0,1,0,0,0
tính giúp tôi căn bậc hai tôi hơi chưa rõ,0,0,0,0,0,0,0,0,0,0,1
đặt báo thức lúc 7 giờ,0,0,0,0,0,0,0,0,0,0,1
tôi muốn nghe nhạc khi tôi đang dùng app,0,0,0,0,0,0,0,0,0,0,1
cho tôi hỏi một chút đồng thời khi nào số dư bị trừ,1,0,0,0,1,0,0,0,0,0,0
cảm ơn bạn nhiều sau đó liên hệ người phụ trách giúp tôi thanks,0,0,1,1,0,0,0,0,0,0,0
bid bị từ chối thì kiểm tra gì với ạ,0,0,0,0,0,0,1,0,0,0,0
cái số tiền trong tk là sao,0,0,0,0,1,0,0,0,0,0,0
còn mấy phút nữa kết thúc trong hệ thống,0,0,0,0,0,0,0,0,1,0,0
cam on bot nha,0,0,1,0,0,0,0,0,0,0,0
tôi muốn gặp tư vấn viên giúp tôi,0,0,0,1,0,0,0,0,0,0,0
câu trả lời rất dễ hiểu nói ngắn gọn thôi,0,0,1,0,0,0,0,0,0,0,0
gthich chong sniping roi xem deadline cua phien,0,0,0,0,0,0,0,0,1,1,0
tôi muốn gọi tổng đài giúp tôi,0,0,0,1,0,0,0,0,0,0,0
đặt báo thức lúc 7 giờ cho người mới,0,0,0,0,0,0,0,0,0,0,1
phản hồi rất ổn với ạ,0,0,1,0,0,0,0,0,0,0,0
này hiểu rồi cho người mới plz,0,1,0,0,0,0,0,0,0,0,0
vì sao thời gian đấu giá tăng thêm kèm theo xem deadline của phien,0,0,0,0,0,0,0,0,1,1,0
ừ ok hiểu sơ sơ,0,1,0,0,0,0,0,0,0,0,0
trải nghiệm khá tốt,0,0,1,0,0,0,0,0,0,0,0
so du lien quan gi toi thanh toan giup toi ạ,0,0,0,0,1,0,0,0,0,0,0
cho tôi gặp bộ phận hỗ trợ nhé,0,0,0,1,0,0,0,0,0,0,0
nhập giá khởi điểm ở đâu xong rồi vì sao thời gian đấu giá tăng thêm,0,0,0,0,0,0,0,1,0,1,0
balance trong tk nghĩa là gì,0,0,0,0,1,0,0,0,0,0,0
chào buổi sáng với ạ,1,0,0,0,0,0,0,0,0,0,0
abbc yz khong hieu toi hoi chua ro plz,0,0,0,0,0,0,0,0,0,0,1
bat dau tu van giup toi kem theo auto extend trong dgia la gi,1,0,0,0,0,0,0,0,0,1,0
luat chong dat gia phut cuoi nhe gấp,0,0,0,0,0,0,0,0,0,1,0
so du dung de lam gi,0,0,0,0,1,0,0,0,0,0,0
chào hệ thống và vì sao phải kiểm tra số dư,1,0,0,0,1,0,0,0,0,0,0
số dư là gì nói ngắn gọn thôi,0,0,0,0,1,0,0,0,0,0,0
lobby có những phiên nào nói ngắn gọn thôi,0,0,0,0,0,1,0,0,0,0,0
hơi gấp vì sao phải kiểm tra số dư cho người mới,0,0,0,0,1,0,0,0,0,0,0
toi can tang gia hiien tia cho nguoi moi,0,0,0,0,0,0,1,0,0,0,0
help da hieu ter man hinh hien tai ???,0,1,0,0,0,0,0,0,0,0,0
xem phiên sắp kết thúc khi tôi đang dùng app,0,0,0,0,0,1,0,0,0,0,0
bid sát giờ có kéo dài phiên không sau đó auction còn bao lâu,0,0,0,0,0,0,0,0,1,1,0
hello và tìm phiên theo tên sản phẩm,1,0,0,0,0,1,0,0,0,0,0
tôi muốn gặp tư vấn viên khi tôi đang dùng app,0,0,0,1,0,0,0,0,0,0,0
số dư có vai trò gì khi thắng phiên trên màn hình hiện tại,0,0,0,0,1,0,0,0,0,0,0
giải thích dễ hiểu kèm theo chuyển tôi đến tư vấn viên,0,0,1,1,0,0,0,0,0,0,0
câu trả lời đủ rồi nói ngắn gọn thôi,0,1,0,0,0,0,0,0,0,0,0
cần hỗ trợ trực tiếp nói ngắn gọn thôi,0,0,0,1,0,0,0,0,0,0,0
cho tôi biết khái niệm số dư trong hệ thống,0,0,0,0,1,0,0,0,0,0,0
chuyển tôi đến tư vấn viên nói ngắn gọn thôi,0,0,0,1,0,0,0,0,0,0,0
tôi muốn gọi tổng đài nhé,0,0,0,1,0,0,0,0,0,0,0
y nghia cua so du trong dau gia nhe,0,0,0,0,1,0,0,0,0,0,0
lọc sản phẩm đang đấu giá tôi hơi chưa rõ,0,0,0,0,0,1,0,0,0,0,0
can mo ta san pham ra sao tren man hinh hien tai,0,0,0,0,0,0,0,1,0,0,0
tìm phiên bán laptop trong hệ thống,0,0,0,0,0,1,0,0,0,0,0
bạn làm tốt lắm giúp tôi,0,0,1,0,0,0,0,0,0,0,0
để tôi thử,0,1,0,0,0,0,0,0,0,0,0
tôi đã rõ đồng thời cần thông tin gì để tạo phien,0,1,0,0,0,0,0,1,0,0,0
bạn hướng dẫn rõ ràng kèm theo tôi cần người xử lý,0,0,1,1,0,0,0,0,0,0,0
anti snip la j vay,0,0,0,0,0,0,0,0,0,1,0
ad ơi so du co phai tien ka duung khong giup toi gấp,0,0,0,0,1,0,0,0,0,0,0
mình hỏi ngu tí muốn giữ giá cao nhất thì làm sao cho người mới,0,0,0,0,0,0,1,0,0,0,0
tôi ghi nhận cho người mới,0,1,0,0,0,0,0,0,0,0,0
thoi tiet ngay mai sao toii hoi hua ro,0,0,0,0,0,0,0,0,0,0,1
chatbot thông minh giúp tôi,0,0,1,0,0,0,0,0,0,0,0
tạo phiên cho sản phẩm mới trên màn hình hiện tại,0,0,0,0,0,0,0,1,0,0,0
luật chống đặt giá phút cuối xong rồi kiểm tra giờ kết thúc phiên,0,0,0,0,0,0,0,0,1,1,0
số dư là gì với ạ,0,0,0,0,1,0,0,0,0,0,0
place bid như thế nào sau đó còn mấy phút nữa kết thúc,0,0,0,0,0,0,1,0,1,0,0
ê bid bi tu choi thi ikm tra gi nhe,0,0,0,0,0,0,1,0,0,0,0
tại sao phiên tự kéo dài trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,1,0
giá hợp lệ là gì khi bid khi tôi đang dùng app,0,0,0,0,0,0,1,0,0,0,0
mo abn do giup toi khi toi daang dung app,0,0,0,0,0,0,0,0,0,0,1
phiên này còn bao lâu khi tôi đang dùng app,0,0,0,0,0,0,0,0,1,0,0
giải thích chống sniping cho người mới,0,0,0,0,0,0,0,0,0,1,0
thời tiết ngày mai sao nhé,0,0,0,0,0,0,0,0,0,0,1
tôi muốn tìm sản phẩm đang đấu giá nói ngắn gọn thôi,0,0,0,0,0,1,0,0,0,0,0
nhập giá khởi điểm ở đâu với ạ,0,0,0,0,0,0,0,1,0,0,0
phản hồi rất ổn trên màn hình hiện tại,0,0,1,0,0,0,0,0,0,0,0
ý nghĩa của số dư trong đấu giá trên màn hình hiện tại,0,0,0,0,1,0,0,0,0,0,0
hơi gấp phản hiồ rất ổn nói nggắn gọn thôi,0,0,1,0,0,0,0,0,0,0,0
đặt giá như thế nào trên màn hình hiện tại,0,0,0,0,0,0,1,0,0,0,0
tim phien ban laptop trong he thong,0,0,0,0,0,1,0,0,0,0,0
tạm ổn với ạ,0,1,0,0,0,0,0,0,0,0,0
tôi muốn đấu giá sản phẩm giúp tôi,0,0,0,0,0,0,1,0,0,0,0
hơi ggấp ban lam tot lam coh nguoi moi,0,0,1,0,0,0,0,0,0,0,0
thời tiết ngày mai sao,0,0,0,0,0,0,0,0,0,0,1
ê locc san pham dang dgia toi ho chua ro gấp,0,0,0,0,0,1,0,0,0,0,0
chào hệ thống nhé,1,0,0,0,0,0,0,0,0,0,0
xem các phiên còn hiệu lực tôi hơi chưa rõ,0,0,0,0,0,1,0,0,0,0,0
tôi hài lòng tôi hơi chưa rõ,0,0,1,0,0,0,0,0,0,0,0
seller tao dau gia nhu the nao toi hoi chua ro plz,0,0,0,0,0,0,0,1,0,0,0
cảm ơn nha mà anti sniping là sao,0,0,1,0,0,0,0,0,0,1,0
xem đồng hồ đếm ngược ở đâu giúp tôi,0,0,0,0,0,0,0,0,1,0,0
số dư có vai trò gì khi thắng phiên tôi hơi chưa rõ,0,0,0,0,1,0,0,0,0,0,0
quy trình đặt giá trong phòng trong hệ thống,0,0,0,0,0,0,1,0,0,0,0
pls có ai hỗ trợ không đồng thời anti sniping là gì nha,1,0,0,0,0,0,0,0,0,1,0
ê ban thich mau gi voi a huhu,0,0,0,0,0,0,0,0,0,0,1
luat chong da gia phut cuoi khi toi daang dung app ???,0,0,0,0,0,0,0,0,0,1,0
hỗ trợ nhanh thật giúp tôi,0,0,1,0,0,0,0,0,0,0,0
hello giúp tôi,1,0,0,0,0,0,0,0,0,0,0
này vi sao phai kiem tra so du tren man hinh hien tai ???,0,0,0,0,1,0,0,0,0,0,0
rõ rồi xong rồi cần thông tin gì để tạo phiên,0,1,0,0,0,0,0,1,0,0,0
bạn thích màu gì cho người mới,0,0,0,0,0,0,0,0,0,0,1
trợ lý hữu ích quá rồi bid sát giờ có kéo dài phiên không,0,0,1,0,0,0,0,0,0,1,0
cơ chế chống cướp giá cuối giờ cho người mới,0,0,0,0,0,0,0,0,0,1,0
bạn làm tốt lắm,0,0,1,0,0,0,0,0,0,0,0
bạn làm tốt lắm cho người mới,0,0,1,0,0,0,0,0,0,0,0
chào buổi chiều với ạ với,1,0,0,0,0,0,0,0,0,0,0
này so du co vai tro gi khi thang phien roi loc san pham dang dau gia,0,0,0,0,1,1,0,0,0,0,0
cho toi gap bo phan ho tro nhe gấp,0,0,0,1,0,0,0,0,0,0,0
mình hỏi ngu tí auction con bao lau giup toi,0,0,0,0,0,0,0,0,1,0,0
chào buổi chiều khi tôi đang dùng app,1,0,0,0,0,0,0,0,0,0,0
ê auction còn bao lâu cho người mới đc ko,0,0,0,0,0,0,0,0,1,0,0
ad ơi đồng ý đồng thời hd bidder tham ia phinê,0,1,0,0,0,0,1,0,0,0,0
gửi phiên để admin duyệt cho người mới,0,0,0,0,0,0,0,1,0,0,0
này huong dan bidder tham gia phien khi toi dang dung app ...,0,0,0,0,0,0,1,0,0,0,0
tôi muốn gặp tư vấn viên với ạ,0,0,0,1,0,0,0,0,0,0,0
hi tro ly sau do co che chong cuop gia cuoi gio ???,1,0,0,0,0,0,0,0,0,1,0
cách tham gia đặt giá giúp tôi,0,0,0,0,0,0,1,0,0,0,0
để tôi thử rồi seller lobby tạo phiên ở đâu,0,1,0,0,0,0,0,1,0,0,0
bạn làm tốt lắm tôi hơi chưa rõ,0,0,1,0,0,0,0,0,0,0,0
quy trình đặt giá trong phòng trên màn hình hiện tại,0,0,0,0,0,0,1,0,0,0,0
rõ rồi với ạ,0,1,0,0,0,0,0,0,0,0,0
bạn làm tốt lắm trên màn hình hiện tại,0,0,1,0,0,0,0,0,0,0,0
khi nào phiên kết thúc tôi hơi chưa rõ,0,0,0,0,0,0,0,0,1,0,0
vi sao countdown nhay them thoi gian giup toi,0,0,0,0,0,0,0,0,0,1,0
cách tham gia đặt giá với ạ,0,0,0,0,0,0,1,0,0,0,0
kể chuyện cười đi tôi hơi chưa rõ,0,0,0,0,0,0,0,0,0,0,1
cho hỏi so du co phai tien kha dung khong tren man hinh hien tai,0,0,0,0,1,0,0,0,0,0,0
hơi gấp huong dan bidder tham gia phien cho nguoi moi ???,0,0,0,0,0,0,1,0,0,0,0
goi nhan vien ho tro sau do bid bi tu choi thi kiem tra gi gấp,0,0,0,1,0,0,1,0,0,0,0
lam sao xem danh sach dgia trong he thong,0,0,0,0,0,1,0,0,0,0,0
chào hệ thống cho người mới,1,0,0,0,0,0,0,0,0,0,0
số dư trong hệ thống được hiểu như thế nào khi tôi đang dùng app,0,0,0,0,1,0,0,0,0,0,0
có ai hỗ trợ không tôi hơi chưa rõ,1,0,0,0,0,0,0,0,0,0,0
giai thich de hieu hhne plz,0,0,1,0,0,0,0,0,0,0,0
không cần giải thích thêm khi tôi đang dùng app,0,1,0,0,0,0,0,0,0,0,0
cảm ơn bạn nhiều,0,0,1,0,0,0,0,0,0,0,0
co toi so dien thoai hho tro,0,0,0,1,0,0,0,0,0,0,0
câu trả lời đúng ý tôi,0,0,1,0,0,0,0,0,0,0,0
tôi muốn gặp tư vấn viên nói ngắn gọn thôi,0,0,0,1,0,0,0,0,0,0,0
hướng dẫn xem countdown trong hệ thống,0,0,0,0,0,0,0,0,1,0,0
pls cauu tra loi dung y toi torng he thong,0,0,1,0,0,0,0,0,0,0,0
số dư dùng để làm gì tôi hơi chưa rõ,0,0,0,0,1,0,0,0,0,0,0
cho tôi gặp bộ phận hỗ trợ khi tôi đang dùng app,0,0,0,1,0,0,0,0,0,0,0
chào buổi sáng và gia hạn tự động khi nào xảy ra,1,0,0,0,0,0,0,0,0,1,0
số dư liên quan gì tới thanh toán cho người mới,0,0,0,0,1,0,0,0,0,0,0
mình hỏi ngu tí giai thich de hieu roi can lien he admin,0,0,1,1,0,0,0,0,0,0,0
ok nhé,0,1,0,0,0,0,0,0,0,0,0
auto extend trong đấu giá là gì nói ngắn gọn thôi,0,0,0,0,0,0,0,0,0,1,0
giải thích số dư tài khoản,0,0,0,0,1,0,0,0,0,0,0
thoi tiet ngay mai sao voi a,0,0,0,0,0,0,0,0,0,0,1
đã hiểu khi tôi đang dùng app,0,1,0,0,0,0,0,0,0,0,0
hello trong hệ thống,1,0,0,0,0,0,0,0,0,0,0
kết nối ad giúp tôi,0,0,0,1,0,0,0,0,0,0,0
ờ vì sao thời gian đấu giá tăng thêm nhé,0,0,0,0,0,0,0,0,0,1,0
vi sao countdown nhay them thoi gian va dem nguoc nam o cho nao,0,0,0,0,0,0,0,0,1,1,0
bạn thích màu gì trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,0,1
chatbot chưa giải quyết được cho người mới,0,0,0,1,0,0,0,0,0,0,0
minh chao ban cho nugo moi,1,0,0,0,0,0,0,0,0,0,0
đặt giá như thế nào nói ngắn gọn thôi,0,0,0,0,0,0,1,0,0,0,0
phan hoi rat on toi hoi chua ro,0,0,1,0,0,0,0,0,0,0,0
gọi nhân viên hỗ trợ nói ngắn gọn thôi,0,0,0,1,0,0,0,0,0,0,0
ad ơi mo ban do giup toi noi ngan gon thoi đc ko,0,0,0,0,0,0,0,0,0,0,1
abc xyz không hiểu trong hệ thống,0,0,0,0,0,0,0,0,0,0,1
xem thời gian còn lại với ạ,0,0,0,0,0,0,0,0,1,0,0
kể chuyện cười đi nói ngắn gọn thôi,0,0,0,0,0,0,0,0,0,0,1
tai sao phien tu keo dai nhe ???,0,0,0,0,0,0,0,0,0,1,0
làm sao kiểm tra phiên đang hoạt động trên màn hình hiện tại,0,0,0,0,0,1,0,0,0,0,0
cho tôi gặp bộ phận hỗ trợ nói ngắn gọn thôi,0,0,0,1,0,0,0,0,0,0,0
cơ chế chong cướp giá cuối giờ trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,1,0
viết bài thơ về biển,0,0,0,0,0,0,0,0,0,0,1
làm sao tạo phiên đấu giá trên màn hình hiện tại,0,0,0,0,0,0,0,1,0,0,0
ad ơi để tôi thử trong hệ thống,0,1,0,0,0,0,0,0,0,0,0
đổi mật khẩu wifi thế nào trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,0,1
tôi muốn tìm sản phẩm đang đấu giá,0,0,0,0,0,1,0,0,0,0,0
hi trợ lý nhé,1,0,0,0,0,0,0,0,0,0,0
chatbot thông minh trên màn hình hiện tại,0,0,1,0,0,0,0,0,0,0,0
chatbot chưa giải quyết được cho người mới huhu,0,0,0,1,0,0,0,0,0,0,0
thời gian dgia còn bao nhiêu tôi hơi chưa rõ,0,0,0,0,0,0,0,0,1,0,0
cho tôi hỏi một chút xong rồi số dư dùng để làm gì,1,0,0,0,1,0,0,0,0,0,0
chào hệ thống khi tôi đang dùng app,1,0,0,0,0,0,0,0,0,0,0
này seller tao dau gia nhu the nao dong thoi auction con bao lau,0,0,0,0,0,0,0,1,1,0,0
vì sao phải kiểm tra số dư khi tôi đang dùng app,0,0,0,0,1,0,0,0,0,0,0
loc san pham dang dau gia nhe,0,0,0,0,0,1,0,0,0,0,0
cơ chế gia hạn phiên cuối giờ khi tôi đang dùng app,0,0,0,0,0,0,0,0,0,1,0
bắt đầu tư vấn giúp tôi rồi tìm phien đấu giá,1,0,0,0,0,1,0,0,0,0,0
nhập giá khởi điểm ở đâu cho người mới,0,0,0,0,0,0,0,1,0,0,0
làm sao gửi yêu cầu tạo phiên cho người mới,0,0,0,0,0,0,0,1,0,0,0
số dư dùng để làm gì giúp tôi,0,0,0,0,1,0,0,0,0,0,0
tôi muốn gọi tổng đài kèm theo cần thông tin gì để tạo phiên,0,0,0,1,0,0,0,1,0,0,0
cảm ơn bạn nhiều giúp tôi,0,0,1,0,0,0,0,0,0,0,0
xem thời hạn phiên dgia với ạ,0,0,0,0,0,0,0,0,1,0,0
hôm nay trời đẹp,0,0,0,0,0,0,0,0,0,0,1
ad ơi phan hoi rat no voi aa plz,0,0,1,0,0,0,0,0,0,0,0
dem nguoc nnam o cho nao toi hoi chua or,0,0,0,0,0,0,0,0,1,0,0
bạn hướng dẫn rõ ràng với ạ,0,0,1,0,0,0,0,0,0,0,0
cơ chế gia hạn phiên cuối giờ tôi hơi chưa rõ,0,0,0,0,0,0,0,0,0,1,0
phản hồi rất ổn,0,0,1,0,0,0,0,0,0,0,0
huong dan bidder tham gia phien voi a,0,0,0,0,0,0,1,0,0,0,0
tôi mới vào hệ thống kèm theo số tiền còn lại trong ví là gì,1,0,0,0,1,0,0,0,0,0,0
balance trong tài khoản nghĩa là gì trong hệ thống,0,0,0,0,1,0,0,0,0,0,0
nhập giá khởi điểm ở đâu nói ngắn gọn thôi,0,0,0,0,0,0,0,1,0,0,0
mở bản đồ giúp tôi trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,0,1
seller tao dau gia nhu the nao roi khi nao phien ket thuc ạ,0,0,0,0,0,0,0,1,1,0,0
tại sao phiên tự kéo dài trong hệ thống,0,0,0,0,0,0,0,0,0,1,0
cần thông tin gì để tạo phiên kèm theo cơ chế chống cướp giá cuối giờ,0,0,0,0,0,0,0,1,0,1,0
xem thời gian còn lại tôi hơi chưa rõ,0,0,0,0,0,0,0,0,1,0,0
can mo ta san pham ra sao trong he thong gấp,0,0,0,0,0,0,0,1,0,0,0
tôi muốn đấu giá sản phẩm với ạ đc ko,0,0,0,0,0,0,1,0,0,0,0
ad ơi so du dung de lam gi roi can nhap gi khi dat gia,0,0,0,0,1,0,1,0,0,0,0
bid bị từ chối thì kiểm tra gì trên màn hình hiện tại,0,0,0,0,0,0,1,0,0,0,0
cần liên hệ admin giúp tôi,0,0,0,1,0,0,0,0,0,0,0
số dư dùng để làm gì khi tôi đang dùng app,0,0,0,0,1,0,0,0,0,0,0
kiểm tra time left tôi hơi chưa rõ,0,0,0,0,0,0,0,0,1,0,0
tôi ghi nhận trên màn hình hiện tại,0,1,0,0,0,0,0,0,0,0,0
cần mô tả sản phẩm ra sao rồi phiên gần hết giờ chưa,0,0,0,0,0,0,0,1,1,0,0
cần nhập gì khi đặt giá khi tôi đang dùng app,0,0,0,0,0,0,1,0,0,0,0
create auction room thế nào kèm theo cơ chế chống cướp giá cuối giờ,0,0,0,0,0,0,0,1,0,1,0
seller muốn đăng sp tôi hơi chưa rõ,0,0,0,0,0,0,0,1,0,0,0
cho hỏi tim phien theo ten san pham va xem dong ho dem nguoc o dau ???,0,0,0,0,0,1,0,0,1,0,0
phiên gần hết giờ chưa nói ngắn gọn thôi,0,0,0,0,0,0,0,0,1,0,0
vì sao phải kiểm tra số dư cho người mới,0,0,0,0,1,0,0,0,0,0,0
ý nghĩa của số dư trong đấu giá trong hệ thống,0,0,0,0,1,0,0,0,0,0,0
gọi nhân viên hỗ trợ giúp tôi,0,0,0,1,0,0,0,0,0,0,0
place bid như thế nào đồng thời khi nào phiên kết thúc,0,0,0,0,0,0,1,0,1,0,0
tôi đã rõ với ạ,0,1,0,0,0,0,0,0,0,0,0
để ti thhử,0,1,0,0,0,0,0,0,0,0,0
tôi muốn gặp tư vấn viên,0,0,0,1,0,0,0,0,0,0,0
ad ơi huong dan ev chong dat gia phut cuoi nhee,0,0,0,0,0,0,0,0,0,1,0
cho tôi biết khái niệm số dư cho người mới huhu,0,0,0,0,1,0,0,0,0,0,0
tôi muốn gặp tư vấn viên đồng thời cần mô tả sp ra sao,0,0,0,1,0,0,0,1,0,0,0
có ai hỗ trợ không nói ngắn gọn thôi,1,0,0,0,0,0,0,0,0,0,0
làm sao gửi yêu cầu tạo phiên sau đó kiểm tra giờ kết thúc phiên,0,0,0,0,0,0,0,1,1,0,0
phiên này còn bao lâu cho người mới,0,0,0,0,0,0,0,0,1,0,0
ê gia hạn tự động khi nào xảy ra cho người mới ???,0,0,0,0,0,0,0,0,0,1,0
help ban lam tot lam xong roi can ho tro truc tiep,0,0,1,1,0,0,0,0,0,0,0
chatbot chua giai quyet duoc cho nguoi moi,0,0,0,1,0,0,0,0,0,0,0
bạn làm tốt lắm với ạ,0,0,1,0,0,0,0,0,0,0,0
bắt đầu tư vấn giúp tôi nói ngắn gọn thôi,1,0,0,0,0,0,0,0,0,0,0
số dư có vai trò gì khi thắng phiên rồi làm sao để dat gia,0,0,0,0,1,0,1,0,0,0,0
hướng dẫn tìm phòng đấu giá nói ngắn gọn thôi,0,0,0,0,0,1,0,0,0,0,0
cho buoi asng nhe nha,1,0,0,0,0,0,0,0,0,0,0
vì sao thời gian đấu giá tăng thêm giúp tôi,0,0,0,0,0,0,0,0,0,1,0
chuyển tôi đến tvv khi tôi đang dùng app,0,0,0,1,0,0,0,0,0,0,0
tôi mới vào hệ thống và tôi muốn tìm sản phẩm đang đấu giá,1,0,0,0,0,1,0,0,0,0,0
sniping trong dgia nghĩa là gì trong hệ thống,0,0,0,0,0,0,0,0,0,1,0
gửi phiên để admin duyệt trong hệ thống,0,0,0,0,0,0,0,1,0,0,0
liên hệ người phụ trách giúp tôi nói ngắn gọn thôi,0,0,0,1,0,0,0,0,0,0,0
cần liên hệ admin trong hệ thống,0,0,0,1,0,0,0,0,0,0,0
câu trả lời đủ rồi trên màn hình hiện tại,0,1,0,0,0,0,0,0,0,0,0
hom nay troi dep toi hoi chua ro,0,0,0,0,0,0,0,0,0,0,1
ờ câu trả lời rất dễ hiểu kèm theo anti sniping là gì,0,0,1,0,0,0,0,0,0,1,0
cần mô tả sản phẩm ra sao và xem thời gian còn lại,0,0,0,0,0,0,0,1,1,0,0
câu trả lời đúng ý tôi nhé,0,0,1,0,0,0,0,0,0,0,0
lọc sản phẩm đang đấu giá trong hệ thống,0,0,0,0,0,1,0,0,0,0,0
làm sao biết phiên sắp hết giờ trong hệ thống,0,0,0,0,0,0,0,0,1,0,0
xem dongg ho dem nugoc o dau trong he thong ...,0,0,0,0,0,0,0,0,1,0,0
cho hỏi lam sao de dat gia sau do auction con bao lau,0,0,0,0,0,0,1,0,1,0,0
vì sao thời gian dgia tăng thêm khi tôi đang dùng app,0,0,0,0,0,0,0,0,0,1,0
hơi gấp bat dau tu van giup toi tren man hinh hien tai,1,0,0,0,0,0,0,0,0,0,0
tôi muốn gọi tổng đài trên màn hình hiện tại,0,0,0,1,0,0,0,0,0,0,0
vậy là được tôi hơi chưa rõ,0,1,0,0,0,0,0,0,0,0,0
giải thích số dư tài khoản trong hệ thống,0,0,0,0,1,0,0,0,0,0,0
seller muốn đăng sản phẩm với ạ,0,0,0,0,0,0,0,1,0,0,0
ờ dich vu ho tro tot tren man hinh hien tai ...,0,0,1,0,0,0,0,0,0,0,0
xem các phiên còn hiệu lực khi tôi đang dùng app,0,0,0,0,0,1,0,0,0,0,0
huong dan tim phien dang mo,0,0,0,0,0,1,0,0,0,0,0
gthich chong sniping tren man hinh hien tai,0,0,0,0,0,0,0,0,0,1,0
vì sao thời gian đấu giá tăng thêm tôi hơi chưa rõ,0,0,0,0,0,0,0,0,0,1,0
guu phien de admin duyet trong he thong,0,0,0,0,0,0,0,1,0,0,0
làm sao xem danh sách đấu giá nói ngắn gọn thôi,0,0,0,0,0,1,0,0,0,0,0
chào buổi chiều xong rồi hướng dẫn tìm phòng đấu giá,1,0,0,0,0,1,0,0,0,0,0
abc xyz không hiểu khi tôi đang dùng app,0,0,0,0,0,0,0,0,0,0,1
vì sao countdown nhảy thêm thời gian với ạ,0,0,0,0,0,0,0,0,0,1,0
phim nao hay noi ngan gon thoi với,0,0,0,0,0,0,0,0,0,0,1
quy trình đặt giá trong phòng nói ngắn gọn thôi,0,0,0,0,0,0,1,0,0,0,0
cơ chế chống cướp giá cuối giờ với ạ,0,0,0,0,0,0,0,0,0,1,0
dich cau nay sang tieng Anh thanks,0,0,0,0,0,0,0,0,0,0,1
chào bạn xong rồi cho tôi số điện thoại hỗ trợ,1,0,0,1,0,0,0,0,0,0,0
