title,organization,description,seller_rating,seller_completed_rating,seller_cancel_rate,minimum_join_amount,bid_step,start_price,start_price_log,duration_minutes,extension_seconds,start_hour,day_of_week,is_weekend,targeted_risk_type,description_style,review_status,auto_approve
Khu bếp chung cuối tuần,Bếp Chia Sẻ Hà Nội,"bếp chung có bàn inox, bếp gas, chậu rửa. lịch dùng thứ bảy, phí gas nói tính riêng nên coi kỹ nha",4.02,0.75,0.12,608000.0,380000.0,7600000.0,15.843659,90,30,18,2,0,missing_information,messy,manual_review,0
Chỗ treo biển quảng cáo trong nhà ga,Đơn vị truyền thông Metro Link,"Vị trí treo biển nằm tại lối đi nội bộ, kích thước khung và thời gian hiển thị theo hợp đồng quảng cáo. Quyền sử dụng chỉ phát sinh sau khi ban quản lý duyệt nội dung.",4.5,0.88,0.05,5800000.0,2030000.0,58000000.0,17.875954,720,90,10,3,0,document_risk,legal,manual_review,0
Phòng workshop làm gốm,Gốm Nhà Ven Sông,"Quyền sử dụng phòng workshop trong một buổi chiều, gồm bàn dài, ghế, kệ phơi sản phẩm và khu rửa dụng cụ cơ bản. Phạm vi sử dụng không bao gồm lò nung, điều kiện bàn giao được xác nhận theo lịch đặt trước. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 14h ngày 4.",4.18,0.81,0.08,252000.0,144000.0,3600000.0,15.096444,90,20,14,4,0,seller_risk,professional,manual_review,0
Sân bóng mini thuê theo tháng,Sân bóng Khu Nam,"Quyền sử dụng sân theo khung giờ cố định trong tháng, mặt cỏ nhân tạo còn sử dụng tốt. Hợp đồng ghi rõ giờ đá, trách nhiệm chiếu sáng và điều kiện đổi lịch khi mưa. Tuy nhiên phiên này chuyển manual_review vì phạm vi quyền sử dụng, thời hạn hoặc điều kiện bàn giao cần đối chiếu hồ sơ; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 8h ngày 5.",4.47,0.88,0.05,3400000.0,1488000.0,42500000.0,17.565015,360,45,8,5,1,ownership_or_usage_right_unclear,legal,manual_review,0
Góc trưng bày sản phẩm tại showroom,Showroom Lifestyle 88,"Góc trưng bày gần cửa kính, có kệ thấp và ổ điện kế bên. Thời hạn trưng bày rõ trong phiếu xác nhận, không bao gồm nhân viên bán hàng. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 12h ngày 6.",4.25,0.83,0.08,944000.0,472000.0,11800000.0,16.28361,180,30,12,6,1,seller_risk,professional,manual_review,0
Bàn làm việc linh hoạt khu coworking,Coworking Kết Nối,"bàn coworking khu mở, wifi ok, dùng theo ngày, ai cần thì lấy mã vào quầy lễ tân Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 20h ngày 0.",4.07,0.77,0.1,49000.0,39000.0,980000.0,13.795308,60,20,20,0,0,seller_risk,casual,manual_review,0
Máy chạy bộ Life Fitness T5 Track,Phòng gym FitHub,"Máy chạy bộ còn nâng dốc, băng tải chạy đều, bảng điều khiển hiển thị rõ. Số giờ sử dụng và lịch bảo trì chưa có phiếu đối chiếu nên cần manual review.",4.5,0.89,0.05,2920000.0,1278000.0,36500000.0,17.412823,180,30,9,1,0,document_risk,professional,manual_review,0
Ghế tập bụng cong Impulse,Cá nhân anh Duy,"ghế tập bụng còn chắc, da đệm ok, để nhà ít dùng nên bán lại, qua lấy buổi tối Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 19h ngày 2.",4.1,0.78,0.1,111000.0,74000.0,1850000.0,14.430696,90,20,19,2,0,seller_risk,messy,manual_review,0
Máy laser spa Diode 808,Spa Mộc Trà,"Thiết bị diode lên nguồn, tay cầm và kính bảo hộ theo hộp. Hồ sơ bảo trì và chứng từ nhập thiết bị chưa đủ tại thời điểm đăng.",4.43,0.86,0.06,5440000.0,2720000.0,68000000.0,18.035018,240,45,10,3,0,regulated_item_risk,professional,manual_review,0
Bộ máy tập kéo xô đa năng,Phòng tập Việt Gym,"Máy kéo xô có khung thép, dây cáp và tạ khối đầy đủ, ròng rọc chạy mượt khi thử. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 13h ngày 4.",4.34,0.85,0.06,1800000.0,788000.0,22500000.0,16.929026,180,30,13,4,0,seller_risk,normal,manual_review,0
Giường massage chân gỗ,Spa Sen Đỏ,"giường massage khung gỗ, nệm sạch, chân chắc, kích thước thì bên spa chưa đo lại",4.22,0.8,0.09,432000.0,243000.0,5400000.0,15.50191,90,20,15,5,1,missing_information,messy,manual_review,0
Máy xông hơi ướt Harvia,Sauna Home Đà Nẵng,"Máy xông hơi có bảng điều khiển, bình chứa và ống hơi theo bộ. Chưa test trong phòng kín sau khi tháo khỏi spa.",4.26,0.82,0.08,2280000.0,1140000.0,28500000.0,17.165415,120,30,11,6,1,condition_unclear,normal,manual_review,0
Bộ tạ tay cao su 2 đến 20kg,Fitness Store 24h,"Tạ tay cao su đủ cặp từ 2 đến 20kg, chữ số còn rõ, giá để tạ đi kèm. Nhận tại kho tầng trệt. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 8h ngày 0.",4.4,0.87,0.05,1488000.0,651000.0,18600000.0,16.738672,180,30,8,0,0,seller_risk,normal,manual_review,0
Máy soi da cầm tay wifi,Clinic Da Liễu Ánh Vy,"Máy soi da lên hình qua wifi, đầu soi và sạc đi kèm. Nguồn gốc mua thiết bị và phần mềm bản quyền chưa có chứng từ rõ.",4.48,0.88,0.05,1575000.0,700000.0,17500000.0,16.677711,180,45,10,1,0,unclear_origin,professional,manual_review,0
Xe đạp tập spinning BH Fitness,Cá nhân chị Lam,"xe đạp tập còn êm, bánh đà nặng, tăng kháng lực được, tầng 3 nha đem người khiêng hjsk nhẹ Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 18h ngày 2.",4.17,0.8,0.09,574000.0,328000.0,8200000.0,15.919645,90,20,18,2,0,seller_risk,messy,manual_review,0
Máy nâng cơ Hifu để bàn,Spa Lily Care,"Máy Hifu có tay cầm và màn hình cảm ứng, hoạt động xem tại spa. Đầu tip còn lại và giấy tờ kỹ thuật cần kiểm đếm trước khi duyệt.",4.38,0.85,0.07,6480000.0,2880000.0,72000000.0,18.092177,240,45,14,3,0,regulated_item_risk,normal,manual_review,0
Bộ bục aerobic nhiều màu,Câu lạc bộ Dance Fit,"bục aerobic còn 12 cái, màu hơi lẫn, dùng lớp nhảy ok. có cái chân đế để riêng trong bao. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 17h ngày 4.",4.06,0.76,0.11,234000.0,156000.0,3900000.0,15.176487,90,20,17,4,0,seller_risk,messy,manual_review,0
Máy massage mắt trưng bày,Cửa hàng Beauty Tech,"máy massage mắt máy đẹp máy êm, hộp còn hộp còn, khách test tại shop rồi lấy luôn",4.02,0.74,0.13,102000.0,72000.0,1450000.0,14.187074,60,20,19,5,1,missing_information,spam,manual_review,0
Ghế gội đầu spa cao cấp,Salon Tóc Mây,"Ghế gội đầu có bồn sứ, vòi sen và ống xả theo bộ. Tình trạng rò nước chưa kiểm lại sau khi tháo khỏi salon.",4.12,0.78,0.1,944000.0,472000.0,11800000.0,16.28361,90,20,11,6,1,condition_unclear,normal,manual_review,0
Khung rack squat kèm xà đơn,Garage Gym anh Toàn,"Rack squat khung thép, có xà đơn và chốt an toàn, tháo lắp bằng bulong thường. Sơn có xước nhẹ do dùng tại nhà. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 8h ngày 0.",4.28,0.84,0.07,672000.0,336000.0,9600000.0,16.077274,120,30,8,0,0,seller_risk,normal,manual_review,0
Máy triệt lông IPL mini,Cá nhân bạn Ngọc,"ipl mini còn lên đèn, hộp và kính có, số shot còn lại hiển thị nhưng mình chưa chắc cách xem",3.96,0.72,0.15,212000.0,132000.0,2650000.0,14.79007,60,20,20,1,0,condition_unclear,messy,manual_review,0
Bóng pilates và thảm yoga lô,Yoga House Hạ Long,"Lô gồm bóng pilates, thảm yoga và dây kháng lực, số lượng đã ghi trên thùng. Phù hợp lớp tập nhỏ. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 15h ngày 2.",4.23,0.82,0.08,448000.0,224000.0,6400000.0,15.671809,120,20,15,2,0,seller_risk,normal,manual_review,0
Máy cắt ván trượt bàn Altendorf,Xưởng nội thất An Cường,"Máy cắt ván trượt bàn còn ray dẫn hướng, bàn trượt và thước canh theo máy. Cắt thử tấm MDF mỏng tại xưởng trước bàn giao. Tuy nhiên phiên này chuyển manual_review vì một phần thông tin cốt lõi vẫn cần admin xác nhận; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 9h ngày 1.",4.58,0.91,0.04,21200000.0,7950000.0,265000000.0,19.39524,360,45,9,1,0,missing_information,professional,manual_review,0
Máy chà nhám thùng gỗ 600mm,Xưởng mộc Phúc Gia,"Máy chà nhám thùng lên nguồn, băng nhám đang lắp, bàn nâng hạ được. Chưa chạy tấm dài sau khi chuyển kho.",4.29,0.82,0.08,13140000.0,5840000.0,146000000.0,18.799117,180,45,10,2,0,condition_unclear,normal,manual_review,0
Máy khoan liên kết cam,Cá nhân anh Hiếu mộc,"máy khoan cam còn chạy, gá kẹp đi kèm, khoan mẫu được nhưng thước chặn phải chỉnh lại Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 18h ngày 3.",4.08,0.77,0.1,1505000.0,860000.0,21500000.0,16.883563,90,20,18,3,0,seller_risk,messy,manual_review,0
Máy dán cạnh cong thủ công,Xưởng tủ bếp Mộc Việt,"Máy dán cạnh cong có nồi keo và con lăn ép, dùng cho cạnh bo nhỏ. Nhiệt keo lên ổn khi test. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 13h ngày 4.",4.31,0.85,0.07,2704000.0,1183000.0,33800000.0,17.335971,120,30,13,4,0,seller_risk,normal,manual_review,0
Bộ cảo kẹp gỗ chữ F,Cửa hàng dụng cụ Mộc Xinh,"cảo chữ F nhiều cỡ, ren còn trơn, chưa tách riêng từng size nên qua xem trực tiếp",4.2,0.8,0.09,316000.0,158000.0,3950000.0,15.189226,90,20,15,5,1,missing_information,messy,manual_review,0
Máy đục mộng vuông Makita,Xưởng mộc Thành Đạt,"Máy đục mộng vuông có mũi đục theo máy, bàn gá và tay ép còn chắc. Số mũi thay thế trong hộp phụ chưa kiểm đủ theo danh mục.",4.42,0.87,0.05,1480000.0,648000.0,18500000.0,16.733281,180,30,8,6,1,missing_information,normal,manual_review,0
Máy tiện gỗ chân gang,Xưởng tiện mỹ nghệ Sơn Tây,"máy tiện gỗ còn quay, chân gang nặng, dao tiện để chung trong hộc. điện 3 pha nên ai coi nhớ báo trước.",4.11,0.77,0.11,5040000.0,2520000.0,56000000.0,17.840862,120,30,10,0,0,condition_unclear,messy,manual_review,0
Máy phay router bàn nâng,Mộc Studio Nhà Xanh,"Router bàn nâng có mặt bàn nhôm, motor và bộ collet đi kèm. Nắp che bụi chưa thấy trong thùng phụ.",4.25,0.82,0.08,1984000.0,992000.0,24800000.0,17.026354,120,30,14,1,0,missing_information,normal,manual_review,0
Máy cưa lọng đứng Jet,Câu lạc bộ DIY Sài Gòn,"Máy cưa lọng đứng chạy êm, bàn nghiêng còn chỉnh được, lưỡi theo máy để test đường cắt cong. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 9h ngày 2.",4.36,0.86,0.06,2624000.0,1148000.0,32800000.0,17.305939,180,30,9,2,0,seller_risk,normal,manual_review,0
Máy bào cuốn mini Dewalt,Cá nhân anh Khải,"bào cuốn còn ăn gỗ, dao đang sắc, máy hơi bụi do để kho qwe nhẹ thôi, qua test được Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 17h ngày 3.",4.03,0.76,0.11,1232000.0,704000.0,17600000.0,16.683409,90,20,17,3,0,seller_risk,messy,manual_review,0
Bàn hút bụi chà nhám,Xưởng sơn PU Hoàng Long,"Bàn hút bụi có quạt hút và mặt lưới, tủ lọc đi kèm. Túi lọc sử dụng lâu chưa thay nên cần kiểm tra.",4.18,0.79,0.1,3780000.0,1890000.0,42000000.0,17.55318,120,30,11,4,0,condition_unclear,normal,manual_review,0
Bộ ray trượt bàn cưa,Kho phụ kiện Mộc Bắc,"ray trượt bàn cưa ray còn thẳng, bi còn chạy, phụ kiện trong túi trong túi, xem nhanh",4.07,0.75,0.12,704000.0,440000.0,8800000.0,15.990262,60,20,16,5,1,missing_information,spam,manual_review,0
Máy ép nguội thủy lực 50 tấn,Nhà máy ván ép Thuận Phát,"Máy ép nguội thủy lực có bàn ép, bơm dầu và đồng hồ áp. Vận hành không tải ổn, hồ sơ bảo trì để tại phòng kỹ thuật. Tuy nhiên phiên này chuyển manual_review vì một phần thông tin cốt lõi vẫn cần admin xác nhận; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 8h ngày 6.",4.49,0.89,0.05,15040000.0,5640000.0,188000000.0,19.051953,360,45,8,6,1,missing_information,professional,manual_review,0
Máy cắt góc khung tranh,Xưởng khung ảnh Hà Thành,"Máy cắt góc còn hai lưỡi, bàn kê và thước chặn có đủ. Góc cắt mẫu nhìn đều, nhận tại xưởng. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 13h ngày 0.",4.27,0.83,0.08,2352000.0,1029000.0,29400000.0,17.196505,120,30,13,0,0,seller_risk,normal,manual_review,0
Máy cắt dây EDM Sodick AQ,Cơ khí chính xác Việt Nhật,"Máy cắt dây còn tủ điều khiển và bồn nước, trục di chuyển được khi chạy tay. Phần mềm và thông số hiệu chuẩn cần kỹ thuật kiểm tra trước khi vận hành chính thức.",4.52,0.88,0.05,49600000.0,18600000.0,620000000.0,20.24523,720,60,9,1,0,document_risk,professional,manual_review,0
Máy hàn Tig lạnh Riland,Xưởng inox Phú Mỹ,"Máy hàn Tig lên nguồn, dây hàn và kẹp mass đi kèm, test mồi hồ quang tại xưởng được. Phiếu mua và lịch sửa chữa trước đây chưa có để đối chiếu.",4.34,0.85,0.07,1024000.0,448000.0,12800000.0,16.364956,120,30,10,2,0,document_risk,normal,manual_review,0
Bàn xoay hàn tự động 300kg,Cơ khí Nam Cường,"bàn xoay chạy hai chiều, núm tốc còn nhạy, tải 300kg theo tem thôi chứ chưa thử phôi lớn",4.22,0.8,0.09,4185000.0,1860000.0,46500000.0,17.654963,180,45,13,3,0,condition_unclear,messy,manual_review,0
Máy phay đứng Bridgeport Series I,Xưởng khuôn mẫu Đông Đô,"máy phay đứng còn chạy, bàn kéo được, đồ gá có vài món. điện 3 pha xem tại xưởng nha Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 16h ngày 4.",4.13,0.79,0.1,12160000.0,5320000.0,152000000.0,18.839391,180,30,16,4,0,seller_risk,messy,manual_review,0
Máy đo tọa độ CMM Mitutoyo,Phòng QC Minh Quang,"Máy CMM có bàn granite, đầu dò và máy tính đi kèm. Hồ sơ hiệu chuẩn gần nhất chưa mở được nên cần kiểm tra trước duyệt tự động.",4.57,0.9,0.04,38800000.0,14550000.0,485000000.0,19.999659,720,60,9,5,1,document_risk,professional,manual_review,0
Máy uốn tôn thủy lực 2m,Cơ khí Hòa Bình,"Máy uốn tôn dài 2m, xi lanh lên xuống đều, khuôn V cơ bản đi kèm. Test uốn tôn mỏng tại xưởng. Tuy nhiên phiên này chuyển manual_review vì hồ sơ, thông số vận hành hoặc phạm vi bàn giao chưa đủ để tự động duyệt; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 11h ngày 6.",4.47,0.88,0.05,17280000.0,6480000.0,216000000.0,19.190789,360,45,11,6,1,document_risk,professional,manual_review,0
Lò nung nhiệt luyện nhỏ,Xưởng dao kéo Thành Công,"Lò nung lên nhiệt, đồng hồ hiển thị, gạch chịu nhiệt bên trong còn. Dải nhiệt tối đa chưa được kiểm chứng bằng thiết bị đo độc lập.",4.18,0.78,0.1,4860000.0,2430000.0,54000000.0,17.804495,180,45,14,0,0,condition_unclear,normal,manual_review,0
Máy dập tay để bàn,Cá nhân anh Vinh,"máy dập tay nhỏ, tay đòn chắc, dùng dập tem mỏng ok. lấy tại nhà trọ gần khu công nghiệp. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 18h ngày 1.",4.04,0.76,0.11,192000.0,128000.0,3200000.0,14.978661,90,20,18,1,0,seller_risk,casual,manual_review,0
Máy cắt nhôm 2 đầu,Xưởng nhôm kính Đại Nam,"Máy cắt nhôm hai đầu, lưỡi cắt còn, ray trượt và kẹp phôi hoạt động. Chạy thử thanh nhôm ngắn tại xưởng. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 8h ngày 2.",4.4,0.87,0.06,13440000.0,5880000.0,168000000.0,18.939475,240,45,8,2,0,seller_risk,normal,manual_review,0
Máy nắn khung càng xe máy,Tiệm sửa xe Tuấn Phát,"máy nắn khung còn thủy lực, đồng hồ áp nhảy, khuôn kèm theo chưa biết đủ không",4.0,0.73,0.14,2360000.0,1475000.0,29500000.0,17.199901,90,30,17,3,0,missing_information,messy,manual_review,0
Máy ren ống Ridgid 300,Điện nước Gia Hưng,"Máy ren ống Ridgid có chân đế, dao ren và bàn đạp, chạy thử ống nhỏ được. Dầu ren còn ít. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 10h ngày 4.",4.29,0.84,0.07,3080000.0,1348000.0,38500000.0,17.466169,180,30,10,4,0,seller_risk,normal,manual_review,0
Máy cắt laser fiber 500W,Công ty quảng cáo Ánh Kim,"Máy laser fiber đang tháo khỏi dây chuyền, nguồn laser và bàn máy còn đủ. Chưa có lịch test cắt hoàn chỉnh sau tháo lắp.",4.33,0.82,0.08,64800000.0,25200000.0,720000000.0,20.394762,360,60,9,5,1,condition_unclear,normal,manual_review,0
Tủ dụng cụ cơ khí 7 ngăn,Xưởng cơ khí Đại Tín,"Tủ dụng cụ 7 ngăn, ray kéo còn trơn, khóa chính có chìa. Dụng cụ bên trong không thuộc phạm vi bán. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 15h ngày 6.",4.25,0.83,0.08,483000.0,242000.0,6900000.0,15.747032,120,20,15,6,1,seller_risk,normal,manual_review,0
Máy tiện ren ống mini,Cá nhân anh Đạt,"máy tiện ren mini máy tiện ren còn chạy, dao có dao, dây điện thay rồi xem tại sân xem tại sân Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 18h ngày 0.",4.09,0.77,0.1,1736000.0,992000.0,24800000.0,17.026354,90,20,18,0,0,seller_risk,spam,manual_review,0
Buồng bắn bi làm sạch bề mặt,Xưởng kết cấu thép Hưng Phú,"Máy bắn bi có buồng phun, motor và hệ thu hồi bi theo máy. Tình trạng lọc bụi chưa kiểm đủ sau khi ngưng vận hành.",4.26,0.81,0.09,28350000.0,12600000.0,315000000.0,19.568083,240,45,11,1,0,condition_unclear,normal,manual_review,0
Bộ căn mẫu thép chính xác,Phòng đo lường Nam Việt,"Bộ căn mẫu thép để trong hộp gỗ, mặt căn còn sáng. Giấy hiệu chuẩn cần tìm lại trong hồ sơ phòng đo.",4.41,0.86,0.06,1480000.0,740000.0,18500000.0,16.733281,180,30,13,2,0,document_risk,normal,manual_review,0
Máy khoan bàn ZQ4116,Cá nhân chú Năm,"khoan bàn còn êm, bàn nâng hạ được, kẹp phôi kèm theo. bán do dọn xưởng nhỏ. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 16h ngày 3.",4.12,0.78,0.1,504000.0,288000.0,7200000.0,15.789592,90,20,16,3,0,seller_risk,messy,manual_review,0
Máy ép bạc đạn thủy lực gara,Gara xe tải Hoàng Lâm,"Máy ép bạc đạn dạng khung H, đồng hồ áp còn rõ, bơm tay lên lực. Bàn giao tại gara sau giờ sửa xe. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 8h ngày 4.",4.24,0.82,0.08,2120000.0,928000.0,26500000.0,17.092655,120,30,8,4,0,seller_risk,normal,manual_review,0
Máy cắt ống inox orbital Axxair,Nhà máy thực phẩm Sạch Food,"Máy cắt orbital có đầu kẹp ống inox, nguồn và vali phụ kiện. Số size kẹp chưa kiểm đủ theo danh mục.",4.45,0.87,0.05,6880000.0,3440000.0,86000000.0,18.269858,180,45,10,5,1,missing_information,professional,manual_review,0
Máy mài dây đai đứng,Xưởng dao Nhật Minh,"Máy mài dây đai đứng, motor chạy ổn, dây nhám còn vài cuộn theo máy. Phù hợp mài cạnh chi tiết nhỏ. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 14h ngày 6.",4.31,0.85,0.07,1584000.0,693000.0,19800000.0,16.801192,180,30,14,6,1,seller_risk,normal,manual_review,0
Máy đo huyết áp bắp tay Omron HEM,Phòng khám Gia Đình An Khang,"Thiết bị đo huyết áp bắp tay, màn hình hiển thị rõ, vòng bít và adapter đi kèm. Thiết bị thuộc nhóm sử dụng thông thường, tình trạng hoạt động đã kiểm tra bằng đo thử tại phòng khám.",4.55,0.91,0.04,148000.0,65000.0,1850000.0,14.430696,180,30,9,1,0,none,professional,approve,1
Tủ lạnh bảo quản vaccine mini,Trung tâm y tế Minh Tâm,"Tủ bảo quản có dải nhiệt hiển thị, khay và khóa cửa đi kèm, phù hợp lưu mẫu theo hướng dẫn của đơn vị chuyên môn. Hồ sơ kiểm định nhiệt gần nhất chưa được đính kèm nên cần admin rà soát.",4.63,0.92,0.03,3400000.0,1275000.0,42500000.0,17.565015,360,60,10,2,0,document_risk,legal,manual_review,0
Giường bệnh nhân 3 tay quay,Kho thiết bị Chăm Sóc Việt,"Giường bệnh 3 tay quay, lan can nâng hạ được, bánh xe và khóa bánh còn hoạt động. Phạm vi bàn giao gồm giường, nệm y tế và bàn ăn phụ. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 13h ngày 3.",4.38,0.86,0.06,688000.0,301000.0,8600000.0,15.967273,180,30,13,3,0,seller_risk,professional,manual_review,0
Máy điện xung vật lý trị liệu,Phòng trị liệu Hoa Sen,"Máy điện xung lên nguồn, dây điện cực và miếng dán còn trong hộp. Thông số sử dụng, tình trạng hiệu chuẩn và phạm vi ứng dụng cần được kỹ thuật viên kiểm tra trước khi duyệt tự động.",4.42,0.86,0.06,1264000.0,632000.0,15800000.0,16.57552,240,45,11,4,0,regulated_item_risk,professional,manual_review,0
Đèn khám tiểu phẫu di động,Phòng khám Tâm Đức,"Đèn khám di động có chân bánh xe, ánh sáng chỉnh được, dây nguồn và công tắc còn tốt. Thiết bị dùng cho chiếu sáng khám, không kèm dụng cụ thủ thuật. Tuy nhiên phiên này chuyển manual_review vì thiết bị thuộc nhóm cần kiểm tra nguồn gốc, phụ kiện và phạm vi sử dụng; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 14h ngày 5.",4.46,0.88,0.05,544000.0,238000.0,6800000.0,15.732433,180,30,14,5,1,regulated_item_risk,legal,manual_review,0
Máy tạo oxy Yuwell 5L gia đình,Cá nhân cô Ngân,"máy tạo oxy còn chạy, màn hình hiện số, dây thở có nhưng mình chưa biết đủ phụ kiện không. nên qua xem trực tiếp.",3.95,0.72,0.15,576000.0,360000.0,7200000.0,15.789592,90,30,17,6,1,missing_information,messy,manual_review,0
Xe lăn nhôm gấp gọn Lucass,Cửa hàng trợ cụ Bình An,"Xe lăn nhôm gấp gọn, phanh tay và bánh sau hoạt động, đệm ngồi còn sạch. Đây là trợ cụ thông thường, phạm vi bàn giao gồm xe và gác chân. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 9h ngày 0.",4.28,0.84,0.07,172000.0,86000.0,2450000.0,14.711599,120,30,9,0,0,seller_risk,professional,manual_review,0
Máy hút dịch y tế di động,Phòng khám Sản Nhi Mộc Lan,"Máy hút dịch di động có bình chứa và dây nối, lên nguồn khi kiểm tra. Tình trạng vô khuẩn phụ kiện, hồ sơ bảo trì và phạm vi sử dụng cần đối chiếu trước khi cho tự duyệt.",4.57,0.9,0.04,944000.0,472000.0,11800000.0,16.28361,240,45,10,1,0,regulated_item_risk,legal,manual_review,0
Cân sức khỏe điện tử Tanita,Cửa hàng Thiết Bị Sức Khỏe 247,"Cân sức khỏe điện tử, màn hình rõ, đo thử lên số ổn định. Pin và sách hướng dẫn đi kèm trong hộp. Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 18h ngày 2.",4.16,0.8,0.09,81000.0,54000.0,1350000.0,14.115615,90,20,18,2,0,seller_risk,normal,manual_review,0
Máy siêu âm xách tay Mindray DP,Phòng khám Đa khoa Đông Nam,"Máy siêu âm xách tay có đầu dò và adapter, thiết bị lên màn hình tại phòng kỹ thuật. Chứng từ nguồn gốc, phần mềm và hồ sơ bảo trì chưa đủ nên cần chuyển manual review.",4.66,0.93,0.03,22880000.0,7150000.0,286000000.0,19.471502,720,90,9,3,0,regulated_item_risk,legal,manual_review,0
