title,description,seller_rating,seller_completed_auctions,seller_cancel_rate,title_length,desc_length,num_positive_keywords,num_negative_keywords,start_price,start_price_log,duration_minutes,extension_seconds,start_hour,day_of_week,is_weekend,auto_approve
dell xps 13 it dung gap,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem it dung. luu y gap. thong tin trung thuc. da su dung on dinh. co the giao dich truc tiep,4.55,33,0.283,23,154,1,2,40438471,17.51529,30,15,18,5,1,0
asus tuf tot,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem dep. co dac diem tot. co dac diem nguyen seal. mo ta chi tiet. ngoai hinh dep. nguon goc ro rang. hinh anh that. co the giao dich truc tiep,1.77,140,0.32,12,202,3,0,37654186,17.44395,60,45,14,5,1,1
apple watch dep,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem dep. co dac diem chinh hang. nguon goc ro rang. co hoa don. hinh anh that. ngoai hinh dep,1.24,248,0.312,15,156,2,0,49758555,17.72269,240,60,15,5,1,0
canon eos day du phu kien test,san pham thuoc nhom camera. ten san pham canon eos. co dac diem day du phu kien. luu y test. nguon goc ro rang. hinh anh that. thong tin trung thuc,3.29,151,0.314,30,147,1,2,34463135,17.3554,90,90,22,5,1,0
sony wh-1000xm5 fullbox,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem fullbox. hinh anh that. ngoai hinh dep. mo ta chi tiet,2.17,163,0.067,23,126,2,0,18689923,16.7435,45,45,1,5,1,1
hp spectre cao cap,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem cao cap. co the giao dich truc tiep. ngoai hinh dep. co hoa don. ho tro kiem tra,1.53,229,0.275,18,145,2,0,21835895,16.89907,30,120,0,6,1,0
sony wh-1000xm5 cao cap,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem cao cap. co hoa don. ngoai hinh dep. mo ta chi tiet. da su dung on dinh. chat luong tot,1.88,68,0.092,23,159,3,0,42315206,17.56066,240,60,4,3,0,0
casio gshock zin,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem zin. nguon goc ro rang. thong tin trung thuc. mo ta chi tiet. co hoa don. chat luong tot,4.77,46,0.291,16,156,2,1,1462460,14.19563,60,30,5,6,1,1
sony a6400,san pham thuoc nhom camera. ten san pham sony a6400. chat luong tot. da su dung on dinh. co the giao dich truc tiep,3.9,35,0.327,10,115,1,0,841114,13.64248,120,15,12,3,0,0
iphone 13 moi,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem moi. luu y xuoc. co the giao dich truc tiep. ngoai hinh dep,3.94,86,0.384,13,127,2,1,5751917,15.56504,45,30,15,6,1,1
galaxy watch like new,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem like new. ngoai hinh dep. co the giao dich truc tiep. hinh anh that. da su dung on dinh,1.18,139,0.134,21,155,2,0,34379030,17.35296,240,60,4,0,0,1
iphone 14 pro cao cap,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem cao cap. da su dung on dinh. co the giao dich truc tiep. chat luong tot,1.68,28,0.101,21,143,2,0,18962235,16.75796,60,15,19,2,0,0
iphone 13 dep,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem dep. co dac diem nguyen seal. nguon goc ro rang. co hoa don. ngoai hinh dep. thong tin trung thuc. hinh anh that,2.08,127,0.298,13,180,2,1,17860757,16.69812,240,120,2,6,1,0
thinkpad x1 it dung,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem it dung. co the giao dich truc tiep. da su dung on dinh,4.84,71,0.065,19,121,1,0,21729747,16.89419,45,30,12,2,0,1
seiko 5 cao cap,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem cao cap. co dac diem nguyen seal. da su dung on dinh. thong tin trung thuc. chat luong tot,3.15,126,0.24,15,153,3,1,15492723,16.55588,90,15,18,5,1,1
sony a6400 chinh hang,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem chinh hang. co dac diem like new. ngoai hinh dep. chat luong tot. nguon goc ro rang. hinh anh that,1.24,89,0.162,21,163,4,0,9401571,16.05639,60,60,4,6,1,1
galaxy watch it dung,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem it dung. nguon goc ro rang. da su dung on dinh,3.93,178,0.434,20,114,1,0,24993306,17.03412,30,120,3,5,1,1
galaxy watch,san pham thuoc nhom dong ho. ten san pham galaxy watch. mo ta chi tiet. co the giao dich truc tiep,1.05,212,0.366,12,98,0,0,10097352,16.12778,240,30,15,5,1,0
nikon d750 zin khong ro,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem zin. co dac diem cao cap. luu y khong ro. hinh anh that. nguon goc ro rang,3.01,2,0.178,23,139,2,2,28478708,17.16467,180,60,17,5,1,0
nikon d750 bao hanh,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem bao hanh. co dac diem moi. nguon goc ro rang. mo ta chi tiet. da su dung on dinh. co hoa don. hinh anh that,1.88,47,0.37,19,172,2,0,37583604,17.44208,120,15,22,3,0,0
seiko 5 cao cap can sua,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem cao cap. luu y can sua. ho tro kiem tra. thong tin trung thuc,1.11,72,0.073,23,124,1,2,7194714,15.78886,30,30,19,0,0,0
sony wh-1000xm5 like new,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem chinh hang. co dac diem like new. thong tin trung thuc. hinh anh that,3.25,202,0.218,24,141,2,1,3274507,15.00168,60,15,9,0,0,1
beats studio buds day du phu kien,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem day du phu kien. co dac diem nguyen seal. ho tro kiem tra. da su dung on dinh,4.59,128,0.045,33,151,2,0,10128856,16.1309,30,90,12,3,0,1
samsung s23 fullbox,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem fullbox. mo ta chi tiet. nguon goc ro rang. ngoai hinh dep,4.97,128,0.232,19,128,2,0,48953614,17.70638,120,120,16,6,1,1
dell xps 13 day du phu kien,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem day du phu kien. mo ta chi tiet. thong tin trung thuc. co the giao dich truc tiep. chat luong tot. co hoa don,3.51,127,0.044,27,175,2,1,1052724,13.86689,45,45,17,6,1,1
xiaomi 13,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. nguon goc ro rang. co the giao dich truc tiep. co hoa don. chat luong tot,2.45,22,0.032,9,129,1,0,47741251,17.68131,240,60,8,3,0,0
galaxy watch chinh hang,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem zin. co dac diem chinh hang. co dac diem nguyen seal. luu y mat phu kien. luu y can sua. chat luong tot. ho tro kiem tra. ngoai hinh dep,2.49,174,0.186,23,204,5,2,30255181,17.22518,60,120,1,4,0,1
iphone 14 pro fullbox,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem bao hanh. co dac diem fullbox. nguon goc ro rang. da su dung on dinh. co the giao dich truc tiep. chat luong tot. mo ta chi tiet,4.5,171,0.042,21,200,3,0,31314516,17.25959,90,120,17,6,1,1
iphone 14 pro it dung vo,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem day du phu kien. co dac diem it dung. luu y vo. thong tin trung thuc. chat luong tot. mo ta chi tiet. ho tro kiem tra,3.97,29,0.125,24,189,3,2,2619084,14.77834,120,30,15,1,0,1
airpods pro chinh hang cu,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem chinh hang. co dac diem nguyen seal. co dac diem day du phu kien. luu y cu. co hoa don. thong tin trung thuc. nguon goc ro rang. hinh anh that. co the giao dich truc tiep,1.28,103,0.037,25,238,3,2,47845382,17.68349,90,60,16,1,0,0
sony wh-1000xm5 day du phu kien,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem day du phu kien. co dac diem nguyen seal. co dac diem moi. ho tro kiem tra. da su dung on dinh. chat luong tot,2.9,176,0.353,31,182,4,0,46804080,17.66148,90,45,22,4,0,1
oppo find x5 fullbox,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem fullbox. co dac diem cao cap. ho tro kiem tra. hinh anh that. nguon goc ro rang. mo ta chi tiet,4.74,127,0.389,20,166,2,0,7674028,15.85335,240,120,13,2,0,1
xiaomi 13 cao cap loi,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem cao cap. co dac diem zin. co dac diem tot. luu y loi. ngoai hinh dep. nguon goc ro rang. da su dung on dinh. co the giao dich truc tiep. thong tin trung thuc,1.84,48,0.437,21,225,4,2,38760837,17.47292,30,45,11,0,0,0
airpods pro day du phu kien,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem zin. co dac diem day du phu kien. ho tro kiem tra. ngoai hinh dep. da su dung on dinh. co hoa don,4.9,85,0.051,27,165,3,0,11848664,16.28773,90,60,11,1,0,1
hp spectre cao cap,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem cao cap. thong tin trung thuc. co the giao dich truc tiep. ngoai hinh dep. da su dung on dinh,4.35,22,0.292,18,158,2,1,41406533,17.53895,90,15,15,5,1,1
canon eos cao cap,san pham thuoc nhom camera. ten san pham canon eos. co dac diem chinh hang. co dac diem cao cap. mo ta chi tiet. thong tin trung thuc. chat luong tot. co hoa don. ngoai hinh dep,1.46,219,0.211,17,177,4,1,8401064,15.94387,60,60,13,6,1,1
apple watch moi mo ta so sai,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem dep. co dac diem moi. co dac diem cao cap. luu y mo ta so sai. hinh anh that. da su dung on dinh. thong tin trung thuc,1.06,39,0.356,28,185,3,2,34877033,17.36734,240,120,19,2,0,0
fujifilm xt30 like new,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem like new. luu y gap. luu y mo ta so sai. nguon goc ro rang. da su dung on dinh. thong tin trung thuc. mo ta chi tiet. chat luong tot,3.07,111,0.104,22,200,2,3,47698961,17.68042,240,30,16,0,0,0
casio gshock nguyen seal,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem nguyen seal. co dac diem like new. co dac diem fullbox. da su dung on dinh. hinh anh that,3.52,151,0.069,24,157,3,0,41529964,17.54193,180,90,2,4,0,1
asus tuf bao hanh mo ta so sai,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem bao hanh. co dac diem like new. luu y mo ta so sai. co hoa don. hinh anh that. thong tin trung thuc. ngoai hinh dep. co the giao dich truc tiep,3.51,163,0.443,30,206,3,2,6990347,15.76004,30,60,19,0,0,0
galaxy buds nguyen seal,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem zin. co dac diem nguyen seal. co dac diem like new. chat luong tot. hinh anh that,2.65,124,0.432,23,149,4,0,5171257,15.45863,45,120,13,3,0,1
galaxy watch bao hanh,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem bao hanh. ho tro kiem tra. thong tin trung thuc,2.94,157,0.27,21,115,1,1,386521,12.86494,45,90,23,2,0,1
hp spectre,san pham thuoc nhom laptop. ten san pham hp spectre. mo ta chi tiet. ho tro kiem tra. co the giao dich truc tiep,4.59,7,0.147,10,112,0,0,14797918,16.51,30,120,22,1,0,1
galaxy watch cao cap,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem dep. co dac diem cao cap. co dac diem moi. da su dung on dinh. ngoai hinh dep. thong tin trung thuc. co the giao dich truc tiep. nguon goc ro rang,1.69,175,0.381,20,214,3,1,48193639,17.69074,60,60,3,4,0,0
nikon d750 it dung,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem it dung. chat luong tot. da su dung on dinh. co hoa don. ngoai hinh dep. nguon goc ro rang,3.49,155,0.172,18,155,3,0,13453034,16.41472,120,45,11,5,1,1
galaxy watch day du phu kien,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem moi. co dac diem tot. co dac diem day du phu kien. luu y mat phu kien. luu y gap. da su dung on dinh. hinh anh that. co the giao dich truc tiep. chat luong tot,4.24,109,0.356,28,227,3,2,24057828,16.99597,45,15,6,5,1,0
dell xps 13 chinh hang,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem chinh hang. chat luong tot. ho tro kiem tra. mo ta chi tiet,3.25,98,0.128,22,125,2,0,14288834,16.47499,120,30,3,4,0,1
canon eos day du phu kien,san pham thuoc nhom camera. ten san pham canon eos. co dac diem cao cap. co dac diem day du phu kien. mo ta chi tiet. thong tin trung thuc. hinh anh that. da su dung on dinh,2.98,11,0.446,25,173,2,1,28318753,17.15903,30,15,14,1,0,0
fujifilm xt30 chinh hang,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem chinh hang. co hoa don. nguon goc ro rang. da su dung on dinh. hinh anh that. thong tin trung thuc,4.67,10,0.152,24,166,1,1,1142015,13.94831,30,60,3,6,1,1
galaxy buds fullbox,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem fullbox. thong tin trung thuc. hinh anh that. da su dung on dinh. nguon goc ro rang. ho tro kiem tra,4.94,126,0.382,19,168,1,1,8197884,15.91939,240,45,19,0,0,1
iphone 13 it dung khong ro,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem it dung. luu y khong ro. luu y can sua. ngoai hinh dep. hinh anh that. thong tin trung thuc. nguon goc ro rang,4.53,11,0.05,26,178,2,3,20470562,16.8345,30,45,10,5,1,0
casio gshock zin,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem tot. co dac diem zin. luu y loi. luu y xuoc. chat luong tot. co the giao dich truc tiep. mo ta chi tiet. co hoa don. thong tin trung thuc,3.65,249,0.126,16,205,2,3,49097491,17.70932,90,30,2,2,0,0
samsung s23 cao cap,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem cao cap. co dac diem it dung. luu y khong ro. chat luong tot. hinh anh that,1.85,171,0.097,19,145,3,2,25890954,17.0694,45,60,3,2,0,0
nikon d750 zin,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem zin. co dac diem cao cap. nguon goc ro rang. mo ta chi tiet,4.67,98,0.439,14,124,2,0,41689577,17.54576,120,30,12,1,0,1
galaxy watch cao cap,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem tot. co dac diem cao cap. luu y loi. luu y xuoc. mo ta chi tiet. hinh anh that,4.58,47,0.12,20,146,2,2,32009953,17.28156,180,90,14,2,0,0
canon eos day du phu kien,san pham thuoc nhom camera. ten san pham canon eos. co dac diem day du phu kien. hinh anh that. chat luong tot. co hoa don. nguon goc ro rang,1.39,166,0.172,25,141,2,0,28409425,17.16223,45,45,6,3,0,0
beats studio buds chinh hang,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem chinh hang. co dac diem cao cap. mo ta chi tiet. co the giao dich truc tiep,1.21,9,0.259,28,149,2,0,16073391,16.59268,30,90,3,2,0,0
fujifilm xt30 it dung,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem it dung. mo ta chi tiet. nguon goc ro rang. thong tin trung thuc. ngoai hinh dep. ho tro kiem tra,2.15,152,0.13,21,165,2,1,258498,12.46265,30,30,16,5,1,1
sony wh-1000xm5 bao hanh,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem bao hanh. chat luong tot. nguon goc ro rang. hinh anh that. ho tro kiem tra,2.9,85,0.009,24,147,2,0,17755478,16.6922,30,30,21,6,1,1
nikon d750 zin,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem zin. co dac diem like new. co dac diem it dung. hinh anh that. co hoa don,4.34,134,0.226,14,138,3,0,9887015,16.10673,240,15,3,2,0,1
beats studio buds moi,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem dep. co dac diem moi. ho tro kiem tra. chat luong tot. hinh anh that. da su dung on dinh,2.41,181,0.15,21,162,3,0,34801053,17.36516,240,120,19,3,0,1
canon eos like new,san pham thuoc nhom camera. ten san pham canon eos. co dac diem like new. chat luong tot. hinh anh that. mo ta chi tiet. co hoa don,3.96,249,0.194,18,131,2,0,13895063,16.44704,180,15,6,3,0,1
beats studio buds moi,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem bao hanh. co dac diem moi. co dac diem nguyen seal. luu y khong bao hanh. co hoa don. mo ta chi tiet. hinh anh that. thong tin trung thuc,3.08,87,0.375,21,211,3,2,8301790,15.93198,90,60,18,6,1,0
airpods pro zin,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem cao cap. co dac diem bao hanh. co dac diem zin. ngoai hinh dep. co hoa don. nguon goc ro rang,2.21,73,0.029,15,161,4,0,19828776,16.80264,30,60,1,1,0,1
canon eos,san pham thuoc nhom camera. ten san pham canon eos. ho tro kiem tra. hinh anh that. ngoai hinh dep. nguon goc ro rang. co the giao dich truc tiep,2.4,72,0.353,9,145,1,0,33738195,17.33414,180,90,4,0,0,0
thinkpad x1 moi,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem moi. luu y vo. mo ta chi tiet. da su dung on dinh. ngoai hinh dep. thong tin trung thuc,4.87,25,0.402,15,153,2,2,20318397,16.82704,120,45,5,4,0,0
sony wh-1000xm5 bao hanh,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem bao hanh. co dac diem day du phu kien. co hoa don. co the giao dich truc tiep. thong tin trung thuc. chat luong tot,4.71,118,0.246,24,187,3,1,25280647,17.04555,240,60,3,1,0,1
galaxy buds it dung,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem day du phu kien. co dac diem it dung. ngoai hinh dep. hinh anh that,4.83,107,0.04,19,135,3,0,9484539,16.06517,120,45,7,4,0,1
hp spectre chinh hang,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem moi. co dac diem chinh hang. da su dung on dinh. hinh anh that. chat luong tot,4.23,223,0.233,21,143,3,0,3697114,15.12306,30,15,8,6,1,1
samsung s23 zin,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem tot. co dac diem zin. luu y khong ro. thong tin trung thuc. ngoai hinh dep,3.96,13,0.316,15,144,3,2,34695892,17.36213,45,90,23,3,0,0
dell xps 13 chinh hang gap,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem chinh hang. co dac diem zin. luu y gap. thong tin trung thuc. co the giao dich truc tiep. ngoai hinh dep,1.99,26,0.213,26,170,3,2,33993965,17.34169,90,60,1,0,0,0
galaxy watch moi,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem dep. co dac diem moi. co dac diem tot. luu y mo ta so sai. da su dung on dinh. nguon goc ro rang,3.54,47,0.064,16,164,3,1,44171753,17.6036,45,30,16,5,1,1
asus tuf tot,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem fullbox. co dac diem tot. co hoa don. da su dung on dinh. ngoai hinh dep. ho tro kiem tra,4.2,118,0.188,12,152,3,0,28560057,17.16752,45,15,9,3,0,1
apple watch it dung,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem cao cap. co dac diem it dung. ho tro kiem tra. nguon goc ro rang,2.87,185,0.206,19,131,2,0,662036,13.40308,45,45,16,6,1,1
dell xps 13 bao hanh,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem dep. co dac diem fullbox. co dac diem bao hanh. ho tro kiem tra. thong tin trung thuc. chat luong tot,3.86,201,0.063,20,167,4,1,44237425,17.60508,60,60,2,6,1,1
seiko 5 dep,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem it dung. co dac diem dep. ho tro kiem tra. thong tin trung thuc. da su dung on dinh,1.27,7,0.383,11,146,2,1,10732367,16.18877,45,15,21,0,0,0
casio gshock like new,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem it dung. co dac diem like new. luu y loi. luu y xuoc. co the giao dich truc tiep. hinh anh that. co hoa don. ngoai hinh dep. da su dung on dinh,4.39,18,0.199,21,211,3,2,25170331,17.04118,120,120,0,1,0,0
seiko 5 dep,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem dep. co hoa don. chat luong tot. ngoai hinh dep,3.72,57,0.091,11,110,2,0,10927647,16.20681,90,90,6,0,0,1
iphone 14 pro,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. ho tro kiem tra. da su dung on dinh,3.27,221,0.032,13,95,0,0,12485564,16.34008,180,120,23,5,1,1
thinkpad x1 nguyen seal,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem nguyen seal. co dac diem it dung. chat luong tot. da su dung on dinh,3.5,223,0.032,23,134,3,0,5294142,15.48211,45,90,9,0,0,1
macbook air m1 moi,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem like new. co dac diem moi. ho tro kiem tra. co the giao dich truc tiep. nguon goc ro rang. chat luong tot. hinh anh that,3.14,61,0.384,18,189,3,0,41070115,17.53079,120,45,12,4,0,0
oppo find x5 moi hong,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem moi. co dac diem cao cap. luu y hong. ho tro kiem tra. hinh anh that. nguon goc ro rang,1.82,209,0.33,21,158,2,1,44565733,17.61248,30,30,15,0,0,0
canon eos day du phu kien,san pham thuoc nhom camera. ten san pham canon eos. co dac diem day du phu kien. nguon goc ro rang. co hoa don. hinh anh that. chat luong tot. da su dung on dinh,2.99,57,0.293,25,161,2,0,29008519,17.1831,90,45,7,0,0,1
iphone 14 pro cao cap,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem cao cap. co dac diem it dung. luu y khong ro. da su dung on dinh. thong tin trung thuc,3.78,110,0.316,21,158,2,2,36929335,17.42452,45,15,14,0,0,0
galaxy buds chinh hang,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem chinh hang. co the giao dich truc tiep. hinh anh that. mo ta chi tiet,2.65,192,0.4,22,137,1,0,36034952,17.4,120,15,0,6,1,1
iphone 13,san pham thuoc nhom dien thoai. ten san pham iphone 13. hinh anh that. ho tro kiem tra. ngoai hinh dep. co hoa don,3.62,62,0.449,9,114,1,0,8755109,15.98515,120,60,15,5,1,0
iphone 13 zin,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem zin. chat luong tot. co hoa don. ho tro kiem tra,4.12,74,0.391,13,116,2,0,16438373,16.61513,120,45,10,5,1,1
iphone 13 tot,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem tot. co the giao dich truc tiep. mo ta chi tiet. nguon goc ro rang. da su dung on dinh,4.9,59,0.137,13,154,1,0,37158897,17.43071,45,15,11,5,1,1
macbook air m1 cao cap,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem cao cap. co dac diem zin. co dac diem fullbox. hinh anh that. co hoa don. ngoai hinh dep. chat luong tot. mo ta chi tiet,2.2,247,0.038,22,189,5,0,18779579,16.74828,240,90,12,3,0,1
seiko 5 day du phu kien,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem day du phu kien. ngoai hinh dep. hinh anh that. co hoa don. thong tin trung thuc. chat luong tot,4.05,239,0.012,23,159,3,1,40901802,17.52668,240,45,8,6,1,1
macbook air m1 day du phu kien,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem day du phu kien. luu y can sua. co hoa don. ngoai hinh dep. chat luong tot. mo ta chi tiet. thong tin trung thuc,3.88,196,0.234,30,181,3,2,10958469,16.20962,90,60,23,1,0,1
samsung s23 like new,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem fullbox. co dac diem like new. luu y test. luu y mat phu kien. thong tin trung thuc. co hoa don,2.45,168,0.113,20,165,2,3,43874175,17.59684,240,90,0,0,0,0
galaxy buds zin,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem chinh hang. co dac diem zin. co dac diem it dung. ho tro kiem tra. chat luong tot,3.55,142,0.098,15,149,4,0,3981561,15.19718,120,15,8,4,0,1
xiaomi 13 moi mat phu kien,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem moi. luu y mat phu kien. thong tin trung thuc. hinh anh that. mo ta chi tiet,1.46,9,0.083,26,144,1,2,34055348,17.3435,240,60,18,2,0,0
macbook air m1 nguyen seal test,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem moi. co dac diem chinh hang. co dac diem nguyen seal. luu y test. luu y hong. ngoai hinh dep. chat luong tot,1.45,19,0.107,31,177,5,2,21913332,16.90261,120,45,21,3,0,0
casio gshock nguyen seal,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem nguyen seal. ho tro kiem tra. chat luong tot. co hoa don. ngoai hinh dep. hinh anh that,1.64,11,0.131,24,155,3,0,10120574,16.13008,120,15,3,4,0,0
galaxy buds chinh hang,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem tot. co dac diem chinh hang. co dac diem bao hanh. co the giao dich truc tiep. mo ta chi tiet,3.26,147,0.284,22,161,3,0,49304634,17.71353,90,90,23,0,0,1
canon eos zin,san pham thuoc nhom camera. ten san pham canon eos. co dac diem dep. co dac diem zin. mo ta chi tiet. co hoa don. thong tin trung thuc. nguon goc ro rang,1.97,196,0.44,13,153,2,1,15544812,16.55924,90,45,23,0,0,0
seiko 5 dep,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem dep. chat luong tot. mo ta chi tiet. thong tin trung thuc. da su dung on dinh,2.68,145,0.373,11,140,2,1,8457482,15.95056,120,30,13,5,1,0
hp spectre nguyen seal,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem nguyen seal. da su dung on dinh. thong tin trung thuc,3.02,37,0.259,22,118,1,1,42505064,17.56513,240,30,5,3,0,0
xiaomi 13 zin,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem zin. hinh anh that. da su dung on dinh. thong tin trung thuc,3.76,18,0.06,13,128,1,1,35571371,17.38705,90,60,11,1,0,1
sony a6400 nguyen seal,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem nguyen seal. co dac diem tot. co the giao dich truc tiep. ho tro kiem tra,4.8,233,0.184,22,138,2,0,30232460,17.22443,180,60,9,6,1,1
thinkpad x1 dep,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem dep. co dac diem fullbox. thong tin trung thuc. ho tro kiem tra,3.7,116,0.171,15,129,2,1,29483078,17.19933,45,90,23,4,0,0
iphone 14 pro tot,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem tot. ho tro kiem tra. da su dung on dinh. thong tin trung thuc. ngoai hinh dep,1.71,36,0.019,17,150,2,1,49349899,17.71445,180,30,13,4,0,0
nikon d750,san pham thuoc nhom camera. ten san pham nikon d750. co hoa don. thong tin trung thuc,2.95,57,0.398,10,85,0,1,19409485,16.78127,60,90,3,1,0,0
macbook air m1 bao hanh,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem bao hanh. luu y hong. hinh anh that. chat luong tot. thong tin trung thuc,2.48,72,0.424,23,142,2,1,38380245,17.46305,90,120,14,4,0,0
casio gshock zin cu,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem fullbox. co dac diem zin. co dac diem day du phu kien. luu y cu. co the giao dich truc tiep. ho tro kiem tra. thong tin trung thuc. ngoai hinh dep,4.17,186,0.033,19,214,4,2,10567783,16.17332,120,45,8,3,0,1
canon eos chinh hang,san pham thuoc nhom camera. ten san pham canon eos. co dac diem chinh hang. co dac diem day du phu kien. mo ta chi tiet. ngoai hinh dep. hinh anh that. ho tro kiem tra,3.51,62,0.062,20,167,3,0,25296962,17.04619,240,30,21,1,0,1
asus tuf moi,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem moi. co dac diem bao hanh. co dac diem like new. luu y mo ta so sai. hinh anh that. da su dung on dinh. co the giao dich truc tiep,2.96,156,0.094,12,193,3,1,12003097,16.30068,30,60,22,2,0,1
